"ano";"cod_mun";"total_votos";"total_pol";"votos_seg";"total_despesa";"despesa_seg";"sd_votos";"sd_despesa";"aptos";"comparecimento";"abstencao";"brancos";"nulos";"legenda";"partido_seg";"n_part_seg";"margem_vit"
"63";2004;"1058";19277;70;NA;137032.33;NA;827.09539419423;1163.17579335334;25760;21558;4202;229;1113;939;0;0;0.707106781186548
"64";2004;"10588";5281;24;NA;120878;43850;341.513265254554;1381.36554642243;6704;5840;864;41;283;235;0;0;0.707106781186547
"65";2004;"10596";8614;20;NA;83099.59;NA;618.043656956984;5550.73040514644;10670;9612;1058;66;476;456;0;0;0.707106781186547
"66";2004;"10600";4169;19;NA;29289.17;NA;273.929617574689;551.335795790339;5664;4536;1128;19;215;133;0;0;0.707106781186547
"67";2004;"10618";9500;39;NA;35706.5;NA;483.758964495116;300.273497157015;12258;10736;1522;95;582;559;0;0;0.883869373961012
"68";2004;"10626";4336;15;NA;17540.21;NA;335.537975992783;352.742780862198;4842;4688;154;34;189;129;0;0;0.707106781186548
"69";2004;"10634";12292;29;NA;21167;NA;755.49885819317;657.175922721332;14354;13296;1058;78;439;487;0;0;0.707106781186548
"70";2004;"10642";4239;19;NA;3775;NA;415.485767907077;926.313256949289;5438;4814;624;71;329;175;0;0;1
"71";2004;"10650";14396;47;NA;85307;628;698.16862350557;675.159759325132;18060;16080;1980;161;826;697;0;0;0.943114200552302
"72";2004;"1066";6567;59;NA;46239;431;304.011981061392;1095.79187330477;9014;7386;1628;41;439;339;0;0;0.707106781186549
"73";2004;"10669";6205;45;NA;6105;NA;270.225375882316;230.727667197188;7300;6770;530;39;255;271;0;0;0.912935245466016
"74";2004;"10677";8813;19;NA;63987;NA;598.930567157298;1368.62253951774;10530;9620;910;81;382;344;0;0;0.707106781186547
"75";2004;"10685";9865;28;NA;105432.5;NA;610.239773077076;1484.37023903841;12496;11170;1326;97;733;475;0;0;0.707106781186548
"76";2004;"10693";17227;36;NA;31471;401;1016.16376096698;398.283683878845;22878;19446;3432;196;1206;817;0;0;1.363296703666
"77";2004;"10707";4645;24;NA;14989.5;NA;239.863499881701;844.06204261574;5670;5242;428;69;309;219;0;0;0.954764525136704
"78";2004;"10715";5585;23;NA;17566.7;NA;387.716936597953;1027.07717227745;6552;6080;472;21;244;230;0;0;0.707106781186547
"79";2004;"10723";5623;18;NA;46432.79;NA;392.963667179224;1149.40786541453;6652;6222;430;31;330;238;0;0;0.707106781186547
"80";2004;"10731";37605;71;NA;103758;NA;1238.21442429262;616.121811514423;49022;42324;6698;583;2017;2119;0;0;1.25988918644282
"81";2004;"1074";57079;89;NA;256318;NA;2307.00136414735;1961.50383385387;83270;63042;20228;565;2776;2622;0;0;0.707106781186547
"82";2004;"10740";6331;38;NA;72085;NA;284.1286658901;3185.79577076548;7800;7104;696;65;322;386;0;0;1.0343058896307
"83";2004;"10758";5586;18;NA;59437.51;1007;403.762440917493;1185.28190289868;6720;6152;568;61;273;232;0;0;0.707106781186548
"84";2004;"10766";6113;42;NA;21250;NA;237.665424116757;489.748809190891;7446;6868;578;56;399;300;0;0;1.07112816777097
"85";2004;"10774";55201;85;NA;333958.39;11401.68;778.080340992075;1431.31520950217;70856;60482;10374;660;2146;2475;0;0;1.13271872789186
"86";2004;"10782";6490;42;NA;12910;NA;332.715682834255;120.712677452976;8130;7392;738;101;469;332;0;0;0.696503777296895
"87";2004;"10790";6583;23;NA;26729.93;NA;332.308054156295;1241.58422968338;8216;7288;928;78;339;288;0;0;1.22003348873702
"88";2004;"10804";4840;19;NA;16010;NA;353.576149601824;574.647649116326;5910;5238;672;20;197;181;0;0;0.707106781186548
"89";2004;"10812";6229;21;NA;41258.59;NA;439.856394314153;1308.91329711878;7576;6596;980;26;197;144;0;0;0.707106781186548
"90";2004;"1082";9397;31;NA;73157;NA;610.237690834085;1921.66585454437;13366;10618;2748;92;651;478;0;0;0.707106781186547
"91";2004;"10820";10378;68;40;47915.8;NA;366.474040830643;703.717988919407;13214;11502;1712;130;476;518;0;2;1.17800941911378
"92";2004;"10839";9851;19;NA;33574;NA;660.259565504794;1287.57346448565;11144;10648;496;78;385;334;0;0;0.707106781186547
"93";2004;"10847";5615;21;NA;57300;NA;380.060438297507;563.87208506687;6818;6224;594;41;377;191;0;0;0.707106781186548
"94";2004;"10855";12759;32;NA;8395;NA;779.096922802913;1171.5564196591;15490;14194;1296;140;662;633;0;0;0.776724547103254
"95";2004;"10863";6584;22;NA;26950.9;NA;455.561638712772;201.50359662352;8384;7256;1128;52;336;284;0;0;0.707106781186548
"96";2004;"10871";9739;31;NA;36124.86;NA;558.225333700902;777.903054227954;13112;11216;1896;122;657;698;0;0;0.935316200838208
"97";2004;"10880";5343;28;NA;64844;NA;327.4371063589;2442.16984414535;6048;5826;222;36;238;209;0;0;0.639000528092405
"98";2004;"10898";11044;32;NA;76477.92;NA;623.005398090915;1081.31918670878;13794;12048;1746;58;479;467;0;0;0.688044003059653
"99";2004;"1090";11845;51;NA;118333;NA;465.035905845441;1102.59030750027;15600;13066;2534;97;591;533;0;0;1.15388098586416
"100";2004;"10901";5101;22;NA;24321;NA;362.420851129365;647.930130061333;6014;5612;402;36;264;211;0;0;0.707106781186548
"101";2004;"10910";5394;30;NA;26194.05;249.96;227.972016700061;571.222003197132;6546;5814;732;26;213;181;0;0;1.30458364050633
"102";2004;"10928";6272;30;NA;25470;NA;360.222582179576;1120.99914224904;7410;6752;658;49;201;230;0;0;0.581448371826654
"103";2004;"10936";15514;30;NA;101960;NA;894.305483237403;2358.47491419857;20162;17480;2682;132;959;875;0;0;0.772392933989471
"104";2004;"10944";5573;28;NA;23326.98;NA;389.090888112049;744.67283960331;6826;6242;584;55;400;214;0;0;0.707106781186547
"105";2004;"10952";9476;23;NA;82493.4;NA;631.780926003261;1144.25664499812;12200;10738;1462;125;694;443;0;0;0.707106781186548
"106";2004;"10960";5476;25;NA;42550.11;NA;343.982496170892;1111.52792890853;6362;6006;356;36;289;205;0;0;0.580532412422715
"107";2004;"10979";9431;21;NA;35591.22;300;571.290461984114;597.906715762225;11218;10302;916;52;454;365;0;0;0.598257960308144
"108";2004;"10987";5800;20;NA;39878.25;NA;412.087992829192;661.275436525247;9276;8390;886;39;2172;379;0;0;1
"109";2004;"10995";12586;19;NA;27767;NA;927.488640289256;972.692424128416;15854;14464;1390;272;945;661;0;0;0.707106781186548
"110";2004;"11010";12952;28;NA;61045.78;NA;805.161878490725;691.990810414816;15968;14256;1712;136;629;539;0;0;0.707106781186547
"111";2004;"11037";16536;27;NA;53478.36;NA;1000.86791583417;1385.62292701843;21642;18676;2966;207;970;963;0;0;0.876118399486708
"112";2004;"1104";4414;33;NA;16915;NA;275.292575079568;535.039180100321;6234;5172;1062;44;376;338;0;0;0.822721422477244
"113";2004;"11053";5659;41;NA;87187.97;NA;253.894614276401;1246.12208535556;6896;6252;644;56;266;271;0;0;1.04489376297125
"114";2004;"11070";13009;27;NA;91237;NA;602.046645223782;1131.08982625188;16798;15020;1778;149;1044;818;0;0;1.14556783503204
"115";2004;"11088";5642;15;NA;49880;NA;425.727282774132;2712.8400123178;6934;6428;506;40;231;225;0;0;0.707106781186547
"116";2004;"11096";36281;76;NA;119702;NA;954.896000388737;818.726968945018;47464;40936;6528;740;1717;2198;0;0;1.25732803198513
"117";2004;"11118";6319;28;55;19774.8;1424;397.388499506755;214.083986940829;8200;6962;1238;44;369;230;1;5;0.707106781186548
"118";2004;"1112";10913;63;NA;97136.41;NA;423.918679223955;1172.46839243029;14942;12454;2488;193;671;677;0;0;1.05584224829518
"119";2004;"11134";29670;60;NA;126766.35;NA;1018.68287801953;1955.78286887975;37014;32502;4512;314;1259;1259;0;0;1.09035291902199
"120";2004;"11150";25428;46;NA;38801;NA;1287.73865762434;897.2325654493;31110;28336;2774;268;1304;1336;0;0;0.707106781186548
"121";2004;"11177";6034;23;NA;37845;NA;415.745903968598;1322.70012217719;7472;6722;750;39;358;291;0;0;0.707106781186547
"122";2004;"11193";5996;22;NA;57264.32;NA;402.334888269512;1418.33589715585;7356;6530;826;41;254;239;0;0;0.707106781186546
"123";2004;"1120";10241;42;NA;30480;NA;461.112383352801;979.157960968642;13806;11388;2418;118;425;604;0;0;0.669648551897613
"124";2004;"11215";10579;29;NA;39447.02;NA;595.11083213214;616.220374585362;13746;11758;1988;137;605;437;0;0;0.793786189748915
"125";2004;"11231";28098;53;NA;130560;NA;1139.96769976901;1392.76381907793;37472;32954;4518;393;2401;2062;0;0;0.936786345816123
"126";2004;"11258";1616;18;NA;6740;NA;111.929196046144;239.091468184731;1914;1770;144;11;77;66;0;0;0.707106781186547
"127";2004;"11274";12884;35;NA;36486;NA;699.498546012081;1003.42577102948;15918;14226;1692;142;619;581;0;0;0.752302705749112
"128";2004;"11290";9526;23;NA;20135;NA;645.127214732417;1272.88725685387;10756;10288;468;58;418;286;0;0;0.707106781186548
"129";2004;"11312";10841;25;NA;53509.8;NA;678.272230901297;1263.53629869127;13714;12012;1702;72;598;501;0;0;0.707106781186548
"130";2004;"11339";9236;29;NA;38927.6;NA;465.547017385812;1757.27570405278;11106;10194;912;85;413;460;0;0;0.720602591620135
"131";2004;"11355";9204;45;NA;119398.4;NA;426.961481146694;2913.10194846086;11146;10240;906;104;583;349;0;0;0.70248452618929
"132";2004;"11371";6711;25;NA;30931.99;NA;357.38922488586;763.119011445349;9146;7736;1410;115;493;417;0;0;0.836131986282873
"133";2004;"1139";19804;43;NA;156079;NA;1076.39007140768;1144.08358915394;28138;22652;5486;180;1367;1301;0;0;0.707106781186549
"134";2004;"11398";37317;44;NA;145055.5;NA;1804.98998539148;1013.80694526798;48632;41878;6754;437;2468;1656;0;0;0.683369278790311
"135";2004;"11410";5262;24;NA;17743.77;NA;331.549779305665;1092.45918811402;6700;5686;1014;40;190;194;0;0;0.707106781186548
"136";2004;"11436";8249;18;NA;134343;NA;458.573180533666;2498.20332109168;10066;8964;1102;59;329;327;0;0;0.681621203167466
"137";2004;"11452";5397;22;NA;24725;NA;355.46067017812;583.46084012281;6262;5866;396;34;238;197;0;0;0.707106781186548
"138";2004;"11479";5921;22;NA;11050;NA;408.187771640695;434.237557216739;7052;6528;524;39;273;295;0;0;0.707106781186546
"139";2004;"11495";14777;38;NA;80503.72;NA;713.09598005295;790.089971845376;17618;16782;836;190;1073;742;0;0;0.806834814125779
"140";2004;"11517";8984;23;NA;76501;NA;664.433575524736;2079.98424181063;11236;9896;1340;48;499;365;0;0;1.06791768209763
"141";2004;"11533";120856;144;577;319702.16;3900;2099.54802635071;1500.92144973311;165692;134334;31358;1939;5534;6005;0;2;1.30086042780157
"142";2004;"11550";20687;28;NA;20460;NA;1023.33192357439;792.285798960225;24462;23270;1192;247;1355;981;0;0;1.154662663364
"143";2004;"11576";38741;35;204;243451.11;4496.33;2218.16468733923;1836.34964843445;51310;42462;8848;419;1902;1400;1;2;0.707106781186547
"144";2004;"11592";68586;97;44;301070.81;510;1118.83330780734;3279.97428594083;84074;75148;8926;875;2762;2925;0;0;1.1146914405327
"145";2004;"116";33346;89;572;204196;12853;1034.97243765065;1155.57826992938;46220;36594;9626;597;1183;1468;0;0;0.974366753540171
"146";2004;"11614";13035;29;NA;169025.58;NA;644.086826705945;1754.24687068492;15804;14286;1518;70;674;507;0;0;0.96622202603471
"147";2004;"11630";19582;25;NA;80516;NA;1290.98062288362;1290.36214223961;23136;21234;1902;112;798;742;0;0;0.707106781186547
"148";2004;"11657";27840;41;NA;79032;NA;1253.51349614759;647.34145903618;35374;31008;4366;278;1572;1318;0;0;1.28246628243162
"149";2004;"11673";58521;73;182;195061.18;839.16;1865.50399893461;1430.27884995808;77234;65402;11832;1016;2978;2887;1;2;0.838450118614208
"150";2004;"11690";10630;40;NA;24717;NA;539.690521119149;352.070345312951;13844;12288;1556;119;905;634;0;0;0.787691141431332
"151";2004;"11711";4787;19;NA;31709;627;332.959498539964;1087.88798891571;6424;5254;1170;45;212;210;0;0;0.707106781186552
"152";2004;"11738";8545;27;NA;60684;NA;436.862301686608;1264.99419965663;10184;9482;702;80;384;473;0;0;0.787347704174027
"153";2004;"11754";16989;30;4149;114106;38500;836.248746432;2611.59506855586;23004;19162;3842;202;1184;787;0;0;1.03592366422315
"154";2004;"11770";7685;22;NA;57522;NA;525.241055770269;1895.79768678801;9288;8494;794;33;294;482;0;0;0.707106781186547
"155";2004;"11797";8707;21;NA;68796.2;NA;593.218779142684;1524.67131978101;10848;9534;1314;64;408;355;0;0;0.707106781186551
"156";2004;"11819";7566;22;NA;35798.11;NA;400.95399822879;833.070967886152;8810;8218;592;50;338;264;0;0;0.654844976456187
"157";2004;"11835";5842;23;NA;100066.6;NA;398.718022590479;2314.09548618464;7286;6636;650;69;363;362;0;0;0.707106781186547
"158";2004;"11851";6204;23;NA;89681;NA;421.221515615467;2635.99086060864;7288;6762;526;31;314;213;0;0;0.707106781186547
"159";2004;"11878";7269;19;NA;23990;NA;496.751033147196;986.706160728232;8210;7772;438;64;278;161;0;0;0.707106781186548
"160";2004;"11894";4555;23;NA;73305;1000;221.59055561694;833.541369507223;5146;4872;274;26;161;130;0;0;1.11211880516797
"161";2004;"11916";5359;18;NA;25345;NA;379.814378222787;629.014425459303;6302;5790;512;33;220;178;0;0;0.707106781186548
"162";2004;"11932";7438;22;NA;74881.71;NA;471.978029149663;1469.8345108199;9122;8128;994;60;363;267;0;0;0.676123811385354
"163";2004;"11959";5852;22;NA;44284.4;NA;370.418182099137;584.686393330835;6646;6234;412;23;220;139;0;0;0.707106781186547
"164";2004;"11975";9045;21;NA;54288;NA;444.22246235317;2169.5771662099;11214;9938;1276;105;434;354;0;0;0.883206565627837
"165";2004;"11991";17898;35;NA;92257.88;NA;805.601858785125;1836.11305965639;22580;20192;2388;218;1040;1036;0;0;1.0974557316793
"166";2004;"12009";5954;22;NA;37156;NA;391.208776316006;2109.92008479649;7366;6560;806;29;301;276;0;0;0.707106781186547
"167";2004;"12017";4290;29;NA;22823;NA;255.175327139293;1706.80416186793;4956;4750;206;42;228;190;0;0;0.637736625694379
"168";2004;"12025";4957;20;NA;22050.99;NA;404.488906380157;341.857550819075;6382;5690;692;76;422;235;0;0;0.707106781186548
"169";2004;"12033";8343;21;NA;25731;NA;601.350239604124;381.844752028221;9592;8992;600;40;322;287;0;0;0.707106781186548
"170";2004;"12041";6021;23;NA;57074.1;NA;408.805823205781;988.812335864108;7116;6644;472;57;324;242;0;0;0.70710678118655
"171";2004;"12050";7192;16;NA;7811;NA;513.794286092258;767.787651107377;8524;7906;618;45;386;283;0;0;0.707106781186547
"172";2004;"12068";4599;20;NA;36640;NA;333.015915535579;982.204706697431;5252;4940;312;35;160;146;0;0;0.707106781186548
"173";2004;"12076";21863;32;NA;71306;NA;1307.09575094522;1017.60045400314;26940;23944;2996;126;956;999;0;0;0.707106781186547
"174";2004;"12084";5142;38;NA;41370;850;271.440883637864;1826.25334094318;6214;5656;558;46;227;241;0;0;0.980990048174073
"175";2004;"12092";14224;38;NA;51508;NA;694.140739152031;1029.25170919718;18300;15928;2372;142;845;717;0;0;0.583939262762878
"176";2004;"12106";8587;23;280;33730;1104;573.706793244933;678.409371599207;10524;9426;1098;50;387;402;1;3;0.707106781186547
"177";2004;"12114";27362;71;NA;101578.96;NA;1099.28589995664;577.478821813697;34628;30606;4022;368;1570;1306;0;0;0.707106781186547
"178";2004;"12122";5740;11;NA;11867;NA;624.890882782439;4084.8145496169;8382;7380;1002;869;509;262;0;0;1
"179";2004;"12130";15093;29;119;22933.15;NA;899.221325358006;348.920397274674;18882;17070;1812;202;1012;763;0;0;0.707106781186547
"180";2004;"12149";6195;36;1;64124;500;299.742907106702;2584.13918613788;8364;6972;1392;76;379;322;0;0;0.779540083503843
"181";2004;"12157";13895;20;NA;64229.27;NA;930.504700787914;603.645140608183;16434;14894;1540;63;497;439;0;0;0.707106781186522
"182";2004;"12165";5557;14;NA;8049.36;NA;422.452754832253;225.797455255811;6614;6084;530;32;229;266;0;0;0.707106781186547
"183";2004;"12173";5969;22;NA;22958;NA;333.321157897296;314.986791910414;6938;6480;458;55;250;206;0;0;0.708056923653847
"184";2004;"12181";4509;18;NA;24599.83;NA;341.176899086952;883.571293213468;5844;5122;722;63;305;245;0;0;0.707106781186547
"185";2004;"12190";1049411;330;5571;1764240.75;27138.23;4328.66594368186;2916.57596022137;1365414;1143736;221678;18782;40394;35149;0;12;0.169690977361963
"186";2004;"12203";5883;24;NA;6800;NA;419.818980831818;929.157324317757;7016;6460;556;32;269;276;0;0;0.707106781186548
"187";2004;"12211";40970;59;NA;193930.84;NA;1563.28101464643;1613.17173775204;54376;47306;7070;600;2806;2930;0;0;1.14523133032996
"188";2004;"12220";5762;19;NA;60026.2;NA;399.717627605015;1701.13701124297;6886;6340;546;35;329;214;0;0;0.707106781186548
"189";2004;"12238";18073;32;NA;105119;NA;994.982417727295;2066.41848777213;22888;20258;2630;239;987;959;0;0;0.706633933687984
"190";2004;"12246";7813;17;NA;41300;NA;546.471303255153;874.710437861734;9890;8472;1418;31;361;267;0;0;0.707106781186547
"191";2004;"12254";22323;50;NA;224793.26;NA;976.742960949658;1489.77143733542;29406;25086;4320;282;1295;1186;0;0;1.28939032318656
"192";2004;"12262";4468;13;NA;49255;NA;349.934755823615;960.069038806998;5636;4924;712;23;229;204;0;0;0.707106781186548
"193";2004;"12270";5430;23;NA;58850.7;NA;283.327448691118;1142.17482883699;6906;5996;910;42;282;242;0;0;0.836425786393859
"194";2004;"12289";5380;19;NA;33851.88;NA;376.016305370873;1309.17665784204;6516;5804;712;34;209;181;0;0;0.707106781186548
"195";2004;"12297";7606;23;NA;112419;NA;462.558671107271;1569.23226458741;9216;8294;922;76;264;348;0;0;0.686270354973156
"196";2004;"12300";6025;31;NA;66267;NA;306.434845267211;1306.32337480441;7296;6706;590;53;328;300;0;0;0.699004957098446
"197";2004;"12319";9130;24;NA;26978;NA;625.670000299968;489.623248861222;10868;9888;980;65;369;324;0;0;0.707106781186547
"198";2004;"12327";8084;15;NA;14696;NA;622.737130202892;583.577746110136;8966;8682;284;70;266;262;0;0;0.707106781186547
"199";2004;"12335";3936;22;NA;81457;NA;272.548962131382;1308.96494241591;4422;4238;184;26;123;153;0;0;0.707106781186547
"200";2004;"12343";3712;14;NA;39131.46;NA;303.524891033873;1286.21519376703;4802;4428;374;40;506;170;0;0;0.707106781186548
"201";2004;"12351";5287;21;NA;31339.85;NA;358.630007407967;1760.97699327331;6456;5874;582;50;288;249;0;0;0.707106781186547
"202";2004;"12360";5367;21;NA;30624;800;291.115007197035;1177.67265188591;7076;6030;1046;67;362;234;0;0;0.741299948242136
"203";2004;"12378";2954;14;NA;17699;NA;283.508700630745;367.267148824904;3578;3218;360;21;151;92;0;0;0.707106781186548
"204";2004;"12386";4326;26;NA;45994.6;400;288.271829673403;830.289962321897;5140;4808;332;40;233;209;0;0;0.707106781186548
"205";2004;"12394";6716;27;NA;5400;NA;388.620245324092;143.019388386839;8056;7324;732;65;350;193;0;0;0.694167327395381
"206";2004;"12408";5589;21;NA;21993;2350;378.57008293354;714.776783338687;7340;6208;1132;56;261;302;0;0;0.707106781186547
"207";2004;"12416";8934;32;NA;74957;NA;401.68475717177;1430.26188309377;10548;9610;938;45;317;314;0;0;1.13128959560037
"208";2004;"12424";4668;31;NA;158700;NA;190.044910960063;3028.87001144496;5776;5186;590;62;253;203;0;0;1.36020194824647
