"ano";"cod_mun";"total_votos";"total_pol";"votos_seg";"total_despesa";"despesa_seg";"sd_votos";"sd_despesa";"aptos";"comparecimento";"abstencao";"brancos";"nulos";"legenda";"partido_seg";"n_part_seg";"margem_vit"
"53";2012;"10472";9304;21;NA;138847.7;NA;862.896520191387;1197.06262439493;17946;14142;3804;204;660;426;0;0;0.707106781186548
"54";2012;"10480";3886;15;NA;123139.08;NA;500.920784508829;3024.34970252368;7504;6456;1048;70;375;210;0;0;0.707106781186548
"55";2012;"10499";8053;24;NA;145791.5;NA;857.311570330874;1521.66426676787;15394;13038;2356;108;514;518;0;0;0.707106781186548
"56";2012;"10502";4735;33;NA;153110.44;NA;294.302906092956;1613.90243845191;7648;6454;1194;72;213;207;0;0;1.41601294938304
"57";2012;"10510";15953;38;NA;301606.43;NA;1211.78280902491;1788.00551617519;32452;23970;8482;369;953;1005;0;0;0.701969134413392
"58";2012;"10529";4154;6;NA;64213.22;NA;1274.2746433429;634.070109424414;9478;7764;1714;392;392;208;0;0;1
"59";2012;"10537";23358;62;NA;229916.42;NA;1231.96157281849;1096.51763798624;40720;31318;9402;658;1252;982;0;0;0.707106781186548
"60";2012;"10545";9656;28;NA;94136.88;NA;796.444887022646;1299.52536265624;15938;13510;2428;114;494;347;0;0;0.707106781186548
"61";2012;"10553";4636;19;NA;170492.65;NA;494.704548671417;2168.00292143275;8664;7136;1528;72;377;244;0;0;0.707106781186548
"62";2012;"10561";4523;16;NA;125312.47;NA;569.11366395475;1973.50582246989;8648;7258;1390;63;250;230;0;0;0.707106781186547
"63";2012;"10570";21147;38;NA;652691.88;NA;1582.78354841513;2846.5922164947;36656;30920;5736;310;1400;1241;0;0;0.707106781186548
"64";2012;"1058";22593;129;NA;255794.52;NA;721.665215666452;930.129428083376;32690;27136;5554;295;753;1119;0;0;0.95019805293546
"65";2012;"10588";4264;28;NA;105103.26;NA;387.242660752761;981.880734667103;7886;6514;1372;50;417;212;0;0;0.707106781186548
"66";2012;"10596";6633;27;NA;166097.14;NA;580.171133072642;1987.78569990753;10876;9616;1260;86;446;356;0;0;0.707106781186548
"67";2012;"10600";3603;24;NA;121134.21;NA;331.374853973795;1363.21017811507;6256;5260;996;20;215;131;0;0;0.707106781186548
"68";2012;"10618";9694;61;NA;25855.5;NA;520.372240659709;589.263507745379;15280;12432;2848;175;518;361;0;0;1.26840220999925
"69";2012;"10626";2689;9;NA;43392;NA;687.215872601583;2215.6832292567;5666;5158;508;122;349;125;0;0;1
"70";2012;"10634";10699;36;NA;324944.32;NA;757.915103404236;1719.00370291198;16716;14090;2626;134;397;469;0;0;0.707106781186554
"71";2012;"10642";3295;16;NA;32355;NA;472.396933203424;566.191203633134;7180;5752;1428;64;232;199;0;0;0.707106781186547
"72";2012;"10650";13943;58;NA;639197.23;NA;585.833851757307;2102.62015886839;19864;17594;2270;240;731;645;0;0;1.20826428044963
"73";2012;"1066";7502;69;NA;86844.85;NA;384.454460091254;1485.12527801569;10696;9292;1404;44;268;299;0;0;0.707106781186548
"74";2012;"10669";6681;27;NA;292187.17;NA;524.776743991655;2300.12346575022;11246;9024;2222;93;373;272;0;0;0.707106781186549
"75";2012;"10677";7707;20;NA;216128.52;NA;699.165015835024;1164.08674001881;12362;11140;1222;100;383;307;0;0;0.932011885040504
"76";2012;"10685";7918;36;NA;192296.81;NA;579.640122324404;1033.09206931149;14612;12124;2488;85;620;463;0;0;0.921373349632355
"77";2012;"10693";13852;19;NA;347437;NA;1574.12376294008;3395.62425075473;25892;20778;5114;221;1133;652;0;0;0.707106781186547
"78";2012;"10707";3703;24;NA;129241.5;NA;270.899564130609;1878.72469734688;6616;5368;1248;48;236;181;0;0;1.14857981633444
"79";2012;"10715";4553;32;NA;120059.2;NA;331.339832982144;1305.26665548893;7814;6510;1304;44;254;172;0;0;1.06232883871213
"80";2012;"10723";5196;14;NA;89548.4;NA;657.16304420339;1711.44694351983;9276;8170;1106;79;378;230;0;0;0.707106781186547
"81";2012;"10731";33132;100;NA;935650.54;NA;1093.9096100055;1486.63253736261;57306;43900;13406;943;2176;1817;0;0;1.08193461457907
"82";2012;"1074";62806;161;259;1641913.66;5523.73;1963.94435767975;2823.87323000527;99456;76194;23262;839;2831;2566;0;1;0.707106781186548
"83";2012;"10740";5043;29;NA;147129.01;NA;418.640030095531;1071.27438509673;8332;7370;962;75;299;217;0;0;0.707106781186548
"84";2012;"10758";4706;22;NA;148239.96;NA;467.076001676377;2143.62538447222;7802;6932;870;31;248;275;0;0;0.707106781186546
"85";2012;"10766";6928;44;NA;205829.16;NA;397.983331770502;1762.23137852028;9672;8624;1048;123;348;291;0;0;0.597279142693662
"86";2012;"10774";53741;112;NA;2080459.36;NA;921.566959148668;3708.93001640813;74802;68462;6340;1122;1747;2057;0;0;1.154315760718
"87";2012;"10782";7005;30;NA;197890.1;NA;532.464990014741;1237.91146173038;10482;9468;1014;88;471;302;0;0;0.707106781186548
"88";2012;"10790";4942;21;NA;119718.47;NA;370.161307180172;917.99397955473;9100;7196;1904;95;259;226;0;0;0.915717442893561
"89";2012;"10804";4401;13;NA;30888.35;NA;558.606591597185;653.481267675196;7832;6792;1040;49;221;181;0;0;0.707106781186548
"90";2012;"10812";5469;23;NA;116137.76;NA;477.029548351043;1762.6270783204;8948;7446;1502;37;179;191;0;0;0.707106781186548
"91";2012;"1082";9292;51;NA;118457.97;NA;454.878709970376;974.192954174173;19070;15528;3542;95;3217;494;0;0;0.685707651795411
"92";2012;"10820";9524;54;NA;118952.61;NA;410.407522425305;1869.75906803927;14662;12092;2570;182;507;381;0;0;0.852490025367432
"93";2012;"10839";8532;15;NA;68361;NA;952.721056639721;1066.27535660875;13440;12852;588;79;506;233;0;0;0.707106781186546
"94";2012;"10847";4377;14;NA;53647;NA;590.783160607293;1854.75868329436;8334;7188;1146;63;347;212;0;0;0.707106781186548
"95";2012;"10855";10973;20;NA;234656.47;NA;1060.59794149644;1482.13479569572;18282;15588;2694;150;536;465;0;0;0.707106781186548
"96";2012;"10863";5064;21;NA;136315.98;NA;544.603276313528;2031.92159824069;9876;7834;2042;51;302;210;0;0;0.707106781186548
"97";2012;"10871";7520;24;NA;106962.25;NA;759.745242389403;1360.06704394908;15378;12428;2950;134;870;563;0;0;0.755242893410622
"98";2012;"10880";4484;24;NA;118550.44;NA;396.512015532365;1867.76258633961;7420;6368;1052;44;288;214;0;0;0.707106781186546
"99";2012;"10898";9796;25;NA;502068.06;NA;895.954597063936;2033.98663075617;16746;13878;2868;112;404;377;0;0;0.707106781186547
"100";2012;"1090";14335;77;NA;390521.81;NA;544.007507750955;1344.52786499118;21122;17620;3502;124;511;608;0;0;0.618213499249695
"101";2012;"10901";4600;21;NA;250454.43;1738.23;349.928783963471;2821.75291505613;7592;6524;1068;37;209;149;0;0;0.683487014204656
"102";2012;"10910";4755;24;NA;76165.15;NA;424.07281214433;1368.35826591219;7628;6608;1020;53;157;139;0;0;0.707106781186548
"103";2012;"10928";5171;20;NA;42839.46;NA;590.638353395853;768.365601865439;9502;8102;1400;71;263;191;0;0;0.707106781186547
"104";2012;"10936";13876;29;NA;209605.35;NA;1173.96828932258;2728.07163222778;25010;20084;4926;213;1040;665;0;0;0.707106781186548
"105";2012;"10944";4341;25;NA;54002.17;NA;404.48549845642;946.93500471503;7368;6356;1012;57;387;154;0;0;0.707106781186548
"106";2012;"10952";8162;24;NA;95983.87;NA;696.784971347902;616.914732443566;14510;11736;2774;126;452;424;0;0;0.879927841213136
"107";2012;"10960";3856;19;NA;95794.25;NA;436.708195044526;1434.21843545547;7276;6194;1082;39;193;149;0;0;0.707106781186547
"108";2012;"10979";6503;17;NA;116230.38;5363;689.320052087944;1629.22308644317;12460;9912;2548;130;509;368;0;0;0.707106781186547
"109";2012;"10987";6665;23;NA;159379.72;NA;651.510680393397;1477.19907250632;12652;10222;2430;133;552;460;0;0;0.707106781186547
"110";2012;"10995";9042;12;NA;54646.15;NA;1190.85488731304;1126.9254502316;17836;15070;2766;286;915;656;0;0;0.707106781186548
"111";2012;"11010";9973;29;NA;200103.53;NA;721.617227031398;2417.75686858514;17276;14700;2576;235;682;545;0;0;0.590747416282349
"112";2012;"11037";11864;28;NA;123520.96;NA;1051.4743256358;1100.60459237473;24490;18340;6150;239;897;634;0;0;0.766608189831855
"113";2012;"1104";4936;41;NA;47053.81;NA;303.721408370301;1112.33886651493;8390;6884;1506;26;344;188;0;0;0.905136396727025
"114";2012;"11053";5243;41;NA;285248.69;NA;376.792794193437;3388.87537149603;8788;7428;1360;73;389;209;0;0;0.707106781186548
"115";2012;"11070";12357;24;NA;186306.86;NA;1113.49859231135;1550.17731250371;22384;18358;4026;191;1034;595;0;0;0.707106781186548
"116";2012;"11088";4986;22;NA;97840.55;NA;531.510206456188;1381.02298693165;8680;7540;1140;41;270;166;0;0;0.707106781186548
"117";2012;"11096";37461;97;NA;756961.46;NA;1253.81942063458;1390.09552344269;60020;50008;10012;982;2350;1928;0;0;1.09030122597933
"118";2012;"11118";5032;27;NA;193620.06;NA;421.851813295797;2232.78311055816;9024;7074;1950;47;312;164;0;0;0.707106781186547
"119";2012;"1112";13639;99;NA;287942.64;NA;437.131928628166;1791.56214247716;20278;16788;3490;204;634;761;0;0;1.00968959330053
"120";2012;"11134";28791;52;NA;185629.92;NA;1631.4227707183;1583.43075318886;47650;38434;9216;543;1734;1116;0;0;0.633751717580327
"121";2012;"11150";20559;43;NA;126339.4;NA;1420.81298170643;1305.80366093175;38816;30430;8386;545;1445;1180;0;0;0.686044558335257
"122";2012;"11177";4780;18;NA;61758;NA;583.173627260496;1747.09382099121;8954;7434;1520;195;359;208;0;0;0.707106781186548
"123";2012;"11193";4489;26;NA;169735.65;NA;312.265498221162;2483.66046544759;7874;6508;1366;54;149;154;0;0;0.755928946018454
"124";2012;"1120";12040;85;NA;150904.09;NA;395.622827410941;1074.15308844449;19320;15354;3966;267;438;657;0;0;1.12219474661357
"125";2012;"11215";8981;32;NA;136196.75;NA;605.411414230423;1676.80014081421;16852;13150;3702;175;598;524;0;0;1.3355447089928
"126";2012;"11231";27003;77;NA;860108.07;NA;1340.64509994208;2339.2296378589;48604;37498;11106;562;2195;1698;0;0;0.707106781186541
"127";2012;"11258";1676;26;NA;49467.6;NA;121.997769098556;797.24645965721;2556;2350;206;8;50;63;0;0;0.731706568820212
"128";2012;"11274";12456;42;NA;266465.06;NA;790.247615541434;1967.78317319398;19030;16430;2600;181;645;469;0;0;0.70710678118655
"129";2012;"11290";6653;18;NA;69332.3;NA;809.642463145712;1045.91398315686;12488;11170;1318;76;494;284;0;0;0.707106781186548
"130";2012;"11312";9938;41;NA;91620.81;1960.62;652.979567951108;1107.91646940604;16002;13212;2790;89;543;452;0;0;0.707106781186547
"131";2012;"11339";7507;25;NA;308431.62;NA;598.120255659249;3841.41323170118;13168;10632;2536;153;572;382;0;0;0.707106781186548
"132";2012;"11355";8894;50;NA;337654.64;NA;540.846128266768;1294.5740934037;13948;12128;1820;132;496;351;0;0;0.707106781186547
"133";2012;"11371";6073;23;NA;112437.27;NA;611.691985516344;3067.48772121943;11694;9150;2544;73;505;333;0;0;0.707106781186548
"134";2012;"1139";21076;88;NA;342859.47;NA;799.098040393618;1890.7403227791;35946;28290;7656;290;1877;1114;0;0;1.18594674510066
"135";2012;"11398";29078;46;6;255529.41;1664;1991.91387661314;2053.79907326601;54026;44212;9814;587;1667;1533;0;0;1.02022389712694
"136";2012;"11410";3864;16;NA;27041.7;NA;426.864147006984;1673.88774896685;7372;6006;1366;30;299;148;0;0;0.707106781186549
"137";2012;"11436";5716;14;NA;39812.8;NA;805.197388945615;626.664307580606;11558;9494;2064;86;386;312;0;0;0.707106781186547
"138";2012;"11452";4423;22;NA;97977.09;NA;409.888724897891;2214.06593427339;7220;6270;950;35;221;182;0;0;0.707106781186548
"139";2012;"11479";5386;24;NA;129285;NA;505.972173147892;3152.12505948368;8826;7960;866;50;289;233;0;0;0.707106781186546
"140";2012;"11495";14627;53;NA;387790.1;NA;802.159354882411;2109.5855755095;22328;19180;3148;243;850;677;0;0;0.707106781186548
"141";2012;"11517";7611;20;NA;136018.57;NA;797.460254271557;1217.96653812343;14086;11498;2588;97;485;360;0;0;0.707106781186548
"142";2012;"11533";120936;235;28;2928461.56;NA;2074.10811177328;4357.67228264571;194576;155390;39186;3129;4768;4587;0;0;1.37405476578517
"143";2012;"11550";15807;25;NA;285960.68;NA;1556.69416071366;2424.84194995321;29492;24882;4610;252;1384;807;0;0;0.707106781186548
"144";2012;"11576";28248;38;44;132970.43;1960.04;2157.16263051555;1212.45773635375;58554;44964;13590;560;1698;1377;0;0;0.636582732026651
"145";2012;"11592";58756;104;NA;952373.99;NA;1271.55938284179;2729.05609933955;86680;82456;4224;1264;3057;2472;0;0;0.782485569881435
"146";2012;"116";29618;87;246;414645.83;8393.1;1084.62270549826;1315.61536201589;51254;40004;11250;918;1224;1393;0;1;0.860692667808831
"147";2012;"11614";10656;26;NA;266022.6;NA;1017.67077946879;1978.66392776249;18490;15906;2584;74;521;461;0;0;0.836224685105586
"148";2012;"11630";14867;20;NA;169314.35;NA;1599.6848901015;1369.17915858335;27206;23234;3972;234;889;643;0;0;0.707106781186548
"149";2012;"11657";24716;38;NA;505296.4;NA;1977.71073816904;1877.60029839289;40622;36350;4272;401;1594;1027;0;0;0.707106781186548
"150";2012;"11673";47697;60;NA;818788.94;NA;2765.50389090888;1888.19205489555;83218;70718;12500;1632;2917;2469;0;0;0.831136149463554
"151";2012;"11690";9907;47;NA;170026.88;NA;635.335874854829;1572.29250073115;17602;14066;3536;206;610;521;0;0;0.707106781186548
"152";2012;"11711";3775;29;83;156707.53;4912.05;309.768554684404;1711.47462579648;6886;5480;1406;59;440;182;1;1;0.928819348591639
"153";2012;"11738";7785;20;NA;158440.05;NA;748.878637888486;1028.71817909007;12944;11108;1836;109;443;336;0;0;0.707106781186548
"154";2012;"11754";15571;41;NA;391653.04;NA;1121.5544539377;2551.97665398954;28260;22240;6020;312;997;678;0;0;0.707106781186547
"155";2012;"11770";6241;24;NA;183482.9;NA;560.695244020017;1938.06954458759;9932;8824;1108;50;346;309;0;0;0.707106781186548
"156";2012;"11797";6495;25;NA;193403;NA;601.113301748066;13742.8434346771;11786;9830;1956;111;501;299;0;0;0.707106781186564
"157";2012;"11819";5896;15;NA;143817.31;NA;699.174087342891;1825.8523404954;10404;9190;1214;68;377;291;0;0;0.707106781186548
"158";2012;"11835";4800;19;NA;65178.05;NA;493.262766832098;3188.88325787943;9212;7780;1432;125;359;339;0;0;0.951071754531584
"159";2012;"11851";4985;12;NA;118583.52;NA;648.684902371022;1177.48940628257;8850;7778;1072;91;331;237;0;0;0.707106781186547
"160";2012;"11878";5445;8;NA;79910.5;NA;821.219317032099;862.729060549755;9936;8814;1122;112;330;227;0;0;0.707106781186547
"161";2012;"11894";3898;16;NA;177821.87;NA;419.565913243147;1622.13309245578;6570;5630;940;30;158;127;0;0;0.707106781186548
"162";2012;"11916";4343;17;NA;196477.62;NA;427.861413180587;4952.76903219082;7068;6226;842;22;143;160;0;0;0.663489811257208
"163";2012;"11932";6310;25;NA;302689.62;NA;543.387934438599;2636.7150486293;10916;8878;2038;53;286;251;0;0;0.707106781186547
"164";2012;"11959";5861;36;NA;254393.06;NA;406.842472661073;1871.01747763527;9022;8034;988;69;289;169;0;0;0.707106781186548
"165";2012;"11975";6343;18;NA;34330.69;4335.31;703.452804116273;675.593491378236;12774;9994;2780;135;430;293;0;0;0.707106781186547
"166";2012;"11991";15632;41;NA;1042842.39;NA;883.972833520177;2862.75145281682;26976;22208;4768;250;929;827;0;0;1.0337264431968
"167";2012;"12009";5348;22;NA;88460.27;NA;533.335036229165;1272.35001859913;9582;7982;1600;58;394;176;0;0;0.707106781186546
"168";2012;"12017";3695;26;NA;126044.47;NA;275.264892949178;2907.67544534994;6498;5376;1122;49;342;167;0;0;0.973557384379567
"169";2012;"12025";3311;8;NA;83071.56;NA;693.184968100146;1530.61301819213;7746;6210;1536;387;498;158;0;0;1
"170";2012;"12033";5591;11;NA;65092.4;NA;880.008419381212;776.362383232794;11428;9466;1962;79;438;284;0;0;0.707106781186548
"171";2012;"12041";4595;20;NA;85956.21;NA;510.240075073025;1951.58026096915;8128;7294;834;36;232;299;0;0;0.632827170450405
"172";2012;"12050";6002;16;NA;112240.08;NA;689.340175234972;1350.03505146585;10558;9482;1076;42;358;285;0;0;0.707106781186548
"173";2012;"12068";4146;17;NA;213544.05;NA;463.110796995835;3432.99658927967;6586;6050;536;43;248;166;0;0;0.707106781186548
"174";2012;"12076";16391;35;NA;289576.8;NA;1239.25934421421;2696.94387378988;31218;23522;7696;179;1037;777;0;0;0.625261210410173
"175";2012;"12084";4639;23;0;107332.89;250;461.36343737218;1569.33182281753;7846;6610;1236;64;317;155;0;0;0.707106781186548
"176";2012;"12092";12653;42;NA;411263.2;1634.24;868.096806243734;1866.8010794796;21488;17232;4256;236;669;676;0;0;0.707106781186548
"177";2012;"12106";6184;22;NA;80439.3;NA;611.200437978095;2903.77983539669;12276;9800;2476;88;452;362;0;0;0.871011758738115
"178";2012;"12114";24869;58;NA;412838.2;NA;1411.42627437929;1708.66523839201;42614;35580;7034;477;1188;1276;0;0;1.21554754167241
"179";2012;"12122";5548;15;NA;59517.62;NA;639.158665747403;1690.46152718304;10044;8678;1366;79;344;241;0;0;0.623044697674788
"180";2012;"12130";12560;22;NA;150557.3;NA;1301.25078689298;1958.35445718817;22996;19296;3700;262;840;664;0;0;0.707106781186548
"181";2012;"12149";5700;35;NA;199297.96;NA;391.093434348167;1041.33897733615;9862;8018;1844;84;316;204;0;0;0.695730410129212
"182";2012;"12157";11541;39;NA;117187.53;NA;762.665035318626;1686.21391466569;18788;15418;3370;129;445;431;0;0;0.99922085084835
"183";2012;"12165";4996;17;NA;144240.1;NA;590.891792373289;1558.06240567393;8746;7670;1076;53;207;206;0;0;0.707106781186547
"184";2012;"12173";5445;35;NA;158684.77;NA;319.797732349577;1137.71689633359;8694;7458;1236;49;248;219;0;0;1.08704121310535
"185";2012;"12181";2949;6;NA;37087.99;NA;889.818577014438;1215.36156751378;7686;6430;1256;223;860;193;0;0;1
"186";2012;"12190";1110864;511;6187;11434186.13;75864.48;3259.79168344502;7911.49718083926;1593414;1324219;269195;27274;41674;27634;0;10;0.0307144085677671
"187";2012;"12203";4991;15;NA;62350;NA;630.71212209088;1227.1079268293;8838;7758;1080;39;243;205;0;0;0.707106781186548
"188";2012;"12211";40504;69;NA;832482.24;10213.6;1878.1532024522;2546.25667469718;67448;56128;11320;871;2416;2505;0;0;1.06128074349457
"189";2012;"12220";4180;14;NA;36449.84;NA;609.533506247274;886.857065137508;9118;7550;1568;50;441;217;0;0;0.707106781186547
"190";2012;"12238";18534;56;NA;1016702.88;875;830.881331142226;3447.17437615971;30032;25124;4908;363;994;1060;0;0;1.37775324062077
"191";2012;"12246";4985;12;NA;72602.52;NA;767.665901220991;1892.94833191332;11164;8674;2490;70;409;200;0;0;0.707106781186548
"192";2012;"12254";11591;28;NA;305786.78;NA;1061.73271447632;1614.77262783223;32410;25984;6426;370;7186;854;0;0;0.707106781186547
"193";2012;"12262";2751;12;NA;28512;NA;403.53936948862;599.978741761771;5796;4588;1208;33;219;149;0;0;0.707106781186547
"194";2012;"12270";4019;17;NA;57766.54;NA;399.765978973529;534.154117898461;7954;6094;1860;65;352;176;0;0;0.707106781186548
"195";2012;"12289";4099;22;NA;116420.89;NA;406.437287628367;2770.08144300783;7376;6144;1232;33;270;137;0;0;0.707106781186547
"196";2012;"12297";6488;21;NA;269303.8;NA;654.657122178509;2493.33420582359;11424;9548;1876;83;320;272;0;0;0.707106781186547
"197";2012;"12300";4841;25;NA;68249.55;NA;465.331591448507;1450.92201713052;8380;7258;1122;40;273;225;0;0;0.893026343168444
"198";2012;"12319";5442;5;NA;53208.5;NA;1268.97549227714;1475.9159621953;12436;10624;1812;129;615;333;0;0;0.707106781186547
"199";2012;"12327";6097;13;NA;69879.56;NA;819.087461282841;1012.47509305095;10464;9572;892;87;290;226;0;0;0.707106781186548
"200";2012;"12335";2805;23;NA;51940.87;NA;322.497001855108;1200.17727281031;5236;4632;604;79;202;154;0;0;1.04824480125835
"201";2012;"12343";2969;17;NA;73685.47;NA;339.656663592527;574.86231250411;5614;4722;892;60;215;134;0;0;0.707106781186546
