"ano";"cod_mun";"total_votos";"total_pol";"votos_seg";"total_despesa";"despesa_seg";"sd_votos";"sd_despesa";"aptos";"comparecimento";"abstencao";"brancos";"nulos";"legenda";"partido_seg";"n_part_seg";"margem_vit"
"42";2008;"10375";20917;43;NA;348996.4;NA;1094.38975702208;1145.52377773498;25974;23244;2730;210;1084;1033;0;0;1.20557342027567
"43";2008;"10383";8189;22;NA;44782.5;NA;556.579302460607;1020.25351736416;10356;9316;1040;73;540;514;0;0;0.707106781186548
"44";2008;"10391";22116;39;NA;280409.08;NA;1208.20917012763;1190.94196747172;28376;24824;3552;291;1380;1037;0;0;0.891919671751186
"45";2008;"1040";10467;51;NA;196992;NA;526.601009806677;4671.44586033116;13936;11492;2444;43;428;554;0;0;0.707106781186547
"46";2008;"10405";4428;25;NA;94087.85;40615.99;299.394401065154;748.203943440279;5992;5202;790;40;537;197;0;0;0.707106781186548
"47";2008;"10413";6732;20;NA;50424.59;NA;461.810049413317;558.254642503769;8208;7476;732;50;447;247;0;0;0.707106781186548
"48";2008;"10421";10056;32;NA;183363.59;NA;612.890399700839;1961.7606811247;12720;11174;1546;110;538;470;0;0;0.707106781186547
"49";2008;"10430";51569;73;NA;335090.81;NA;1023.66734075004;1597.07525359155;67304;57584;9720;819;2507;2689;0;0;1.16122182222094
"50";2008;"10448";4304;21;NA;69161.07;NA;291.362267657452;923.678046765376;5634;4728;906;28;265;131;0;0;0.707106781186548
"51";2008;"10456";21355;41;78;99009.4;NA;944.725231489125;514.102900982466;29142;24296;4846;343;1500;1098;0;0;0.928716453165102
"52";2008;"10464";5732;16;NA;24399;NA;402.500136253138;215.004308679424;8210;6550;1660;65;474;279;0;0;0.707106781186548
"53";2008;"10472";11474;33;NA;85470.38;NA;605.257012523691;546.926990724132;15488;12964;2524;179;808;503;0;0;0.961881749487827
"54";2008;"10480";5692;12;NA;25128.34;NA;591.010377799465;954.788280671325;7326;6432;894;80;475;185;0;0;0.707106781186547
"55";2008;"10499";11200;34;NA;130738.07;NA;671.515318908967;1534.71402525787;13800;12444;1356;77;739;428;0;0;0.707106781186547
"56";2008;"10502";4161;24;NA;60223.91;NA;307.485710166378;564.719054674832;7066;6242;824;32;1661;388;0;0;1
"57";2008;"10510";20540;24;NA;171131.7;NA;1369.01871426215;1566.32075763713;30154;23856;6298;354;1813;1149;0;0;0.707106781186547
"58";2008;"10529";7109;26;NA;29664.68;NA;470.830674676708;312.190010585595;8966;7796;1170;58;366;263;0;0;0.707106781186547
"59";2008;"10537";26609;73;NA;161027.78;NA;867.052144574893;1583.50502324137;38314;31040;7274;537;2406;1488;0;0;1.13296730428629
"60";2008;"10545";11617;23;NA;80618.28;NA;748.376457847318;594.902587876568;14648;12822;1826;118;677;410;0;0;0.707106781186548
"61";2008;"10553";6430;20;NA;64485.81;NA;447.689810033582;792.435678201599;8044;7106;938;65;361;250;0;0;0.707106781186547
"62";2008;"10561";6279;22;NA;123654.56;NA;467.650832209033;1755.72291454394;8110;7110;1000;49;547;235;0;0;0.707106781186547
"63";2008;"10570";25483;52;NA;206917.26;NA;915.222900385829;1517.84007041621;33024;28620;4404;271;1347;1519;0;0;1.42852184900322
"64";2008;"1058";21604;58;NA;123064.09;NA;1041.71560993307;490.186816428356;28946;24208;4738;350;1097;1157;0;0;1.03041505301846
"65";2008;"10588";5569;32;2;37242.09;265;331.741619176641;245.825308014919;7134;6122;1012;24;314;215;0;0;0.707106781186547
"66";2008;"10596";8869;27;NA;96055.75;NA;590.449592088707;1706.143388731;10604;9960;644;70;702;319;0;0;0.707106781186548
"67";2008;"10600";3173;20;NA;43149.71;NA;219.374001579882;302.648147902936;5352;4686;666;25;1357;131;0;0;1
"68";2008;"10618";10477;39;NA;101551.66;NA;547.947629685583;1778.37151734319;13614;11702;1912;120;552;553;0;0;0.796244367686037
"69";2008;"10626";4136;13;NA;33049.7;NA;527.348848194729;448.313711918408;5010;4740;270;72;388;144;0;0;1
"70";2008;"10634";12472;29;2984;192949.9;84000;775.371244309758;2085.87117683219;15748;13910;1838;82;878;478;0;0;0.691601087286974
"71";2008;"10642";4894;15;NA;40344.4;NA;463.240316297356;386.357543222105;6618;5634;984;65;506;169;0;0;0.707106781186548
"72";2008;"10650";14525;53;NA;62009.08;NA;569.403012022461;741.4467915891;19646;16948;2698;229;1360;834;0;0;1.15453199908507
"73";2008;"1066";7518;53;NA;148821.07;NA;342.981351602634;1142.94741813314;8992;8240;752;33;366;323;0;0;0.621845264148595
"74";2008;"10669";7405;31;NA;146347.25;NA;438.444126543897;1566.67881075058;9526;8234;1292;54;511;264;0;0;0.707106781186548
"75";2008;"10677";9867;22;NA;102886.09;NA;637.897374191178;760.744601869129;11668;10668;1000;66;409;326;0;0;0.707106781186547
"76";2008;"10685";10659;26;NA;303016.26;NA;714.997300543818;1948.46232911936;13836;12104;1732;72;885;488;0;0;1.00055020570184
"77";2008;"10693";16865;25;NA;82227.57;95;1157.30247186983;606.811653234534;23488;19336;4152;222;1398;851;0;0;0.707106781186547
"78";2008;"10707";5014;23;NA;102601.35;NA;341.038143591909;1160.53004389096;6368;5770;598;52;454;250;0;0;0.707106781186547
"79";2008;"10715";6079;25;NA;47526.8;NA;400.935907020638;630.825147076589;7294;6676;618;29;321;247;0;0;0.707106781186548
"80";2008;"10723";6781;21;NA;79835.2;758;362.442273387724;1253.06887810888;8310;7602;708;69;547;205;0;0;0.892241871614336
"81";2008;"10731";38401;80;NA;487480.14;NA;1118.61610261552;1437.84959709361;53360;43698;9662;687;2645;1965;0;0;1.42087805195083
"82";2008;"1074";62106;109;181;868360.23;3736;1910.08224739436;3452.0686746425;90672;68594;22078;648;2730;3110;0;0;1.02435252892466
"83";2008;"10740";7478;32;NA;68307.92;NA;427.915319467439;599.831063914296;9254;8282;972;60;413;331;0;0;0.707106781186548
"84";2008;"10758";5767;31;NA;136208.68;NA;278.832752682058;1436.66166370981;7058;6326;732;35;279;245;0;0;0.715918267507901
"85";2008;"10766";6604;45;NA;106293;NA;334.33041887556;1298.78524575106;7988;7340;648;51;443;242;0;0;0.715138045554065
"86";2008;"10774";48062;71;226;1093346.18;9002.19;978.545700816756;1956.78567592433;77454;64734;12720;783;13036;2853;0;2;0.707106781186548
"87";2008;"10782";7388;39;NA;43311.19;NA;398.346533781342;1184.60419044558;8978;8342;636;94;515;345;0;0;0.707106781186547
"88";2008;"10790";6462;22;NA;46768.13;223.92;421.754567662184;745.296279669033;8122;7112;1010;78;317;255;0;0;0.707106781186548
"89";2008;"10804";5654;17;NA;24207.05;NA;429.852627124404;1085.6454272646;7180;6278;902;20;423;181;0;0;0.707106781186548
"90";2008;"10812";6426;21;NA;47277.49;NA;431.868323695843;1210.5153832799;8164;6874;1290;35;229;184;0;0;0.707106781186548
"91";2008;"1082";12083;56;NA;153578.67;NA;465.097174248034;1320.03729787026;15898;13324;2574;90;538;613;0;0;1.03920398980464
"92";2008;"10820";10932;91;NA;86641.64;NA;272.508655408828;1212.19904938082;13652;12256;1396;151;608;565;0;0;0.828912420193901
"93";2008;"10839";12490;15;NA;9687;NA;893.94327501658;294.616449842471;14174;13508;666;75;611;332;0;0;0.707106781186547
"94";2008;"10847";6240;19;NA;87709.6;NA;464.057732343044;1286.39534179631;7482;6920;562;43;402;235;0;0;0.707106781186548
"95";2008;"10855";13447;32;NA;88943.98;NA;793.593572035307;655.713071188028;16882;14910;1972;156;729;578;0;0;0.642342497301632
"96";2008;"10863";6981;23;NA;61030.9;NA;433.434860532841;569.479256534028;8906;7530;1376;41;321;187;0;0;0.861896038193277
"97";2008;"10871";10490;29;NA;36794.46;NA;636.125087099056;955.791382888247;14186;11952;2234;117;634;711;0;0;1.03738854609826
"98";2008;"10880";4950;24;NA;52469.1;NA;314.750694995261;837.256294110693;6384;5596;788;49;344;253;0;0;0.782182580905852
"99";2008;"10898";12049;37;NA;191445.53;NA;663.298612943314;861.411948280098;15316;13104;2212;99;488;468;0;0;0.707106781186546
"100";2008;"1090";14821;60;NA;129571.16;NA;688.359619544326;812.6153050594;19196;16064;3132;92;636;515;0;0;1.01124085381847
"101";2008;"10901";5117;19;NA;117726.83;NA;362.583553589146;1240.30371815369;6146;5508;638;33;179;179;0;0;0.707106781186546
"102";2008;"10910";5629;26;NA;71234.95;NA;353.658496307641;646.379921087361;6886;6014;872;42;178;165;0;0;0.740920729579684
"103";2008;"10928";7112;27;NA;64912.07;NA;458.384360795852;930.255290262513;8710;7706;1004;65;297;232;0;0;0.707106781186547
"104";2008;"10936";16572;32;104;73716.45;500;922.663876268833;885.710449348573;22914;18844;4070;188;1154;930;0;0;0.798621756927989
"105";2008;"10944";4821;19;NA;6644;NA;489.159465262751;236.319774891239;6910;5998;912;490;522;165;0;0;1
"106";2008;"10952";9760;23;NA;90739.71;NA;690.075478963473;627.00449896888;13302;11158;2144;167;744;487;0;0;0.707106781186547
"107";2008;"10960";5969;25;NA;96533.15;NA;375.00848266268;791.156969148346;7094;6496;598;39;315;173;0;0;0.707106781186548
"108";2008;"10979";9553;19;NA;95473.75;2724.13;648.986197961812;684.543597585165;12258;10574;1684;72;573;376;0;0;0.707106781186547
"109";2008;"10987";7952;19;NA;72318.18;NA;614.054885655511;435.136074601919;10724;9304;1420;74;956;322;0;0;0.707106781186548
"110";2008;"10995";12556;21;NA;76148.57;NA;851.411439904351;1423.14388279892;16592;14656;1936;234;1149;717;0;0;0.707106781186547
"111";2008;"11010";12567;26;NA;109372.09;NA;783.701929175311;1070.94999123498;15598;14066;1532;167;756;576;0;0;0.707106781186547
"112";2008;"11037";12273;25;NA;81064.9;NA;846.31022589919;883.824123798894;22840;17962;4878;235;4692;762;0;0;0.707106781186548
"113";2008;"1104";5344;32;NA;72301.77;NA;332.247090329258;1132.62258896518;7322;6020;1302;38;432;206;0;0;0.707106781186547
"114";2008;"11053";6190;42;NA;88145.38;NA;251.493950366022;1024.64192275581;7478;6746;732;61;272;223;0;0;1.04100301338244
"115";2008;"11070";14316;19;NA;120274.07;NA;1410.41955683966;1882.00033646147;19834;17016;2818;344;1421;935;0;0;0.707106781186548
"116";2008;"11088";6544;19;NA;78068;NA;458.352536394256;851.693360098489;7706;6982;724;22;248;168;0;0;0.707106781186548
"117";2008;"11096";41403;54;125;248416.3;9128.15;1804.27534281542;1266.19852759199;54432;46804;7628;800;2107;2494;0;0;1.31519934921316
"118";2008;"11118";6397;29;39;82614.8;200;390.511591666376;1002.0352560781;8766;7024;1742;47;398;182;0;1;0.707106781186548
"119";2008;"1112";13487;69;NA;221876.57;NA;425.487940649948;849.468785255836;18040;15220;2820;219;676;838;0;0;0.942352039584816
"120";2008;"11134";32470;69;25;98130.31;NA;1107.19287188617;762.966748387259;43360;36772;6588;425;2175;1702;0;1;0.557920759676678
"121";2008;"11150";27105;60;NA;134077.52;NA;1113.65515184685;957.619224563268;35790;30440;5350;355;1875;1105;0;0;1.10489447619898
"122";2008;"11177";6587;22;NA;199432.6;NA;475.773221296414;1461.87829955032;8394;7378;1016;48;442;301;0;0;0.707106781186548
"123";2008;"11193";5860;37;NA;124742.06;NA;273.415746980698;1819.45326984042;7646;6346;1300;50;259;177;0;0;0.831368208008517
"124";2008;"1120";13916;52;NA;72988.3;NA;662.740985511172;472.546187248932;17856;15304;2552;161;593;634;0;0;0.597319361989793
"125";2008;"11215";11557;26;NA;62914.13;NA;732.700111712632;1407.92136258369;15304;12900;2404;114;674;555;0;0;0.707106781186548
"126";2008;"11231";24661;64;NA;360087.81;NA;734.068794904247;952.016437841052;44368;36818;7550;493;9208;2456;0;0;0.826090423329635
"127";2008;"11258";1898;21;NA;24089.98;NA;128.293453242664;365.703930415974;2174;2018;156;15;60;45;0;0;0.707106781186547
"128";2008;"11274";13899;37;NA;101917.88;NA;768.285670277564;819.600148777604;17442;15226;2216;133;599;595;0;0;0.707106781186548
"129";2008;"11290";9422;23;NA;33626.12;NA;558.166292425474;591.941186483678;11372;10434;938;90;588;334;0;0;1.06736356132658
"130";2008;"11312";10691;28;NA;62727.6;NA;695.067119251479;654.765803113757;14684;12394;2290;112;1027;564;0;0;0.707106781186548
"131";2008;"11339";9077;27;NA;88906.91;NA;542.824265957336;863.417882742094;11738;10290;1448;141;701;371;0;0;0.707106781186547
"132";2008;"11355";10141;33;NA;61358.16;NA;585.593638891262;1543.36492398253;12642;11422;1220;142;596;543;0;0;0.707106781186548
"133";2008;"11371";7548;22;NA;79966.23;NA;474.222966059702;660.917647707541;10434;8446;1988;67;410;421;0;0;1.03975538542
"134";2008;"1139";22055;44;NA;209722.83;NA;1165.91890349839;1052.03951286432;32304;25322;6982;310;1956;1001;0;0;0.707106781186543
"135";2008;"11398";38950;46;563;404164.73;3166.73;1989.05711796756;2033.23094018492;50840;43396;7444;475;2222;1749;0;1;0.707106781186548
"136";2008;"11410";4099;17;NA;36565.01;NA;332.430386554481;1423.67722923135;6824;5898;926;47;1481;271;0;0;1
"137";2008;"11436";8809;23;NA;65962.41;NA;530.232140205705;732.046775928417;11092;9624;1468;74;416;325;0;0;0.806461206468969
"138";2008;"11452";5466;22;NA;47287.36;NA;360.281935896505;758.245190751808;6296;5846;450;27;199;154;0;0;0.707106781186548
"139";2008;"11479";6788;24;NA;38562.8;NA;486.976891395909;630.573945758003;8226;7482;744;48;348;298;0;0;0.707106781186548
"140";2008;"11495";15665;30;NA;63300.4;NA;971.715011465844;991.704275620666;19514;17720;1794;204;1049;802;0;0;0.707106781186548
"141";2008;"11517";10183;28;NA;54635;NA;654.390322805343;3189.26019947568;12816;11114;1702;58;494;379;0;0;0.707106781186547
"142";2008;"11533";131194;123;375;1130485.97;5942.5;2921.69625492498;4462.14066424305;179344;146926;32418;2769;6462;6501;0;0;1.63936509462388
"143";2008;"11550";21485;27;NA;280297.72;NA;1358.9753420484;2139.46937566873;27686;24554;3132;322;1521;1226;0;0;0.707106781186546
"144";2008;"11576";39103;31;NA;160335.82;NA;2340.26928123926;1001.09282741465;52596;43140;9456;508;1900;1629;0;0;0.707106781186548
"145";2008;"11592";60674;67;NA;339152.68;NA;1360.15545253836;1635.62772959398;91044;80394;10650;1238;15027;3455;0;0;1.14369219293247
"146";2008;"116";33673;67;390;228009.67;13153.28;1198.11602482705;608.740525270834;48132;38370;9762;961;1410;2326;0;2;1.02888680553696
"147";2008;"11614";9062;22;NA;89287.64;NA;579.744465197846;547.384946057197;16290;13868;2422;73;4236;497;0;0;1
"148";2008;"11630";19985;24;NA;62743.07;NA;1356.2795618898;1063.12549304393;24862;22194;2668;163;1265;781;0;0;0.707106781186547
"149";2008;"11657";30637;41;14;328634.83;NA;1531.36961969291;2568.89386816172;39690;33802;5888;297;1736;1132;0;0;0.876144758195447
"150";2008;"11673";60446;67;NA;742268.62;NA;2539.18772069094;1409.71593830666;86586;68010;18576;1259;3315;2990;0;0;0.707106781186546
"151";2008;"11690";11606;41;NA;75863.5;NA;614.233274049987;1246.72826841951;15872;13410;2462;197;1070;537;0;0;0.707106781186547
"152";2008;"11711";4455;18;NA;37242.78;814;309.243123648384;518.054611054238;6064;5036;1028;48;370;163;0;0;0.707106781186547
"153";2008;"11738";9703;33;NA;91078.6;NA;464.070397918892;928.366680152082;11998;10646;1352;76;469;398;0;0;0.969962717944592
"154";2008;"11754";18934;38;NA;204850.87;NA;1038.58105652646;666.418804408879;26030;21124;4906;201;1153;836;0;0;0.707106781186548
"155";2008;"11770";7238;25;NA;126208.2;NA;471.216831187408;664.779547055373;8768;8032;736;36;435;323;0;0;0.707106781186548
"156";2008;"11797";6798;28;NA;48806.43;NA;439.781627139985;650.001198874231;11198;9702;1496;83;2456;365;0;0;1
"157";2008;"11819";7995;27;NA;79391.1;NA;424.105112944181;906.961326413114;9780;8936;844;54;579;308;0;0;0.610664491347661
"158";2008;"11835";6453;24;NA;188716.65;NA;427.107106190859;1462.19364348633;8404;7464;940;95;502;414;0;0;0.707106781186547
"159";2008;"11851";7120;23;NA;24597.95;NA;482.130206720015;529.542033372402;8294;7676;618;46;332;178;0;0;0.707106781186548
"160";2008;"11878";8217;17;NA;91454.15;NA;592.013360002165;1243.32036347689;9428;8890;538;49;406;218;0;0;0.707106781186549
"161";2008;"11894";4923;20;NA;11868;NA;334.539848149664;189.617119236394;6062;5418;644;50;296;149;0;0;0.707106781186547
"162";2008;"11916";5202;18;NA;52502.91;978.14;413.650488112597;1441.08957420353;6372;5656;716;69;224;161;0;0;0.707106781186547
"163";2008;"11932";7673;19;NA;73249.39;NA;554.42604508959;1173.34675762245;10256;8516;1740;48;473;322;0;0;0.707106781186547
"164";2008;"11959";6151;27;NA;46803.92;NA;412.695887309649;222.379955839402;7970;6950;1020;152;494;153;0;0;0.707106781186547
"165";2008;"11975";8686;19;NA;16297.68;1962.5;579.086102273361;837.171857968867;11546;9734;1812;101;577;370;0;0;0.666742093528359
"166";2008;"11991";18590;29;NA;496823.05;NA;1123.89219829443;4981.38530655089;24330;20918;3412;245;1156;927;0;0;0.707106781186546
"167";2008;"12009";6804;29;NA;150914.1;NA;423.342642670743;2041.05331223401;8672;7464;1208;55;340;265;0;0;0.707106781186547
"168";2008;"12017";4793;31;NA;82273.05;NA;231.596246887942;840.189943796524;6054;5330;724;42;309;186;0;0;0.62934217649575
"169";2008;"12025";4691;16;NA;49513.17;NA;498.86177961776;592.770839834417;6908;5808;1100;297;607;213;0;0;1
"170";2008;"12033";7398;22;NA;56231.79;NA;622.480420188287;674.788091312021;11088;9712;1376;68;1978;268;0;0;1
"171";2008;"12041";6643;23;NA;78959.65;NA;456.835521649291;1598.05906022215;7730;7222;508;39;248;292;0;0;0.707106781186547
"172";2008;"12050";6205;20;NA;50850.3;NA;448.080954183478;630.644137827975;9794;8876;918;63;2332;276;0;0;1
"173";2008;"12068";5219;15;NA;114809.1;NA;441.703251629417;902.042305414806;6040;5622;418;39;219;145;0;0;0.707106781186547
"174";2008;"12076";20611;27;246;181550.35;3154.7;1180.14913745298;2108.03648070656;29448;23264;6184;301;1143;1209;1;5;1.07443316335311
"175";2008;"12084";5806;40;133;61775.15;NA;309.004625128737;855.851157814357;7064;6368;696;42;330;190;0;2;0.707106781186547
"176";2008;"12092";15132;40;NA;95309.37;NA;792.534237860938;944.623958421071;20270;17058;3212;241;899;786;0;0;0.635351814676318
"177";2008;"12106";8714;22;NA;123095;NA;572.384190005857;1356.07430674963;11082;9708;1374;73;519;402;0;0;0.707106781186547
"178";2008;"12114";29935;45;NA;195258.39;1718;1491.90764119765;924.157846147594;38290;33380;4910;415;1534;1496;0;0;0.620627643779156
"179";2008;"12122";7040;15;NA;13214;NA;554.40078940611;225.177864613502;9236;8048;1188;84;658;266;0;0;0.707106781186547
"180";2008;"12130";14625;17;NA;36644.94;NA;1044.52231050507;426.346461227174;19476;16728;2748;218;1217;668;0;0;0.707106781186548
"181";2008;"12149";5658;36;NA;59524.9;1135;265.307946771688;334.145612011043;7948;6470;1478;113;445;254;0;0;0.988262886496084
"182";2008;"12157";14379;27;NA;126487.66;NA;932.763337144901;853.921687669732;18510;16078;2432;117;782;800;0;0;0.707106781186547
"183";2008;"12165";6162;16;NA;19858.31;NA;463.845402200838;195.404266688607;7438;6798;640;49;343;244;0;0;0.707106781186547
"184";2008;"12173";6334;27;NA;55022.81;1930;371.647537961868;1285.15851717849;7580;6784;796;43;215;192;0;0;1.19413940339482
"185";2008;"12181";4995;20;109;32955;2200;397.195202100212;528.495659476962;6342;5720;622;72;435;218;1;3;0.707106781186547
"186";2008;"12190";744366;280;12477;4543669.12;122485.56;3470.55567066798;3139.4681941214;981164;835808;145356;18073;32203;41166;0;15;1.90745338880127
"187";2008;"12203";6655;29;NA;128875.5;NA;417.057846259289;1251.11287737814;8162;7250;912;44;302;249;0;0;0.707106781186547
"188";2008;"12211";45536;47;141;387439.4;1152;2124.24455358525;1265.08863552223;61752;52950;8802;816;3282;3316;0;0;0.707106781186548
"189";2008;"12220";7235;22;NA;67891.14;NA;508.765245568931;1003.68002469431;9160;8052;1108;39;529;249;0;0;0.707106781186546
"190";2008;"12238";20896;26;NA;403183.62;NA;1336.21987149329;3498.53197947053;27200;23320;3880;285;988;1151;0;0;0.707106781186548
"191";2008;"12246";7434;15;NA;64661.2;NA;607.372030417382;1577.38475553534;9932;8344;1588;47;680;183;0;0;0.707106781186547
"192";2008;"12254";21466;27;NA;266014.94;NA;1372.51545803305;1142.65792107374;30590;24710;5880;457;1660;1127;0;0;0.707106781186549
"193";2008;"12262";4147;18;NA;23319.35;NA;314.326589200409;594.970964054425;5600;4588;1012;31;265;145;0;0;0.707106781186547
"194";2008;"12270";5719;21;NA;53569.1;NA;398.749394698073;461.113585205987;7618;6306;1312;43;360;184;0;0;0.707106781186547
"195";2008;"12289";5286;18;NA;35730.72;NA;391.893491617212;832.112788930579;6736;5726;1010;31;199;210;0;0;0.707106781186546
"196";2008;"12297";9050;23;NA;81257.83;NA;594.285416862265;803.324933241753;11066;9762;1304;51;270;391;0;0;0.707106781186548
"197";2008;"12300";6399;26;NA;45171.61;NA;432.287342116151;756.277587510707;7618;7212;406;29;497;287;0;0;0.707106781186547
"198";2008;"12319";9979;20;NA;58431.32;NA;697.12495696805;989.341628297167;12320;11002;1318;73;582;368;0;0;0.707106781186548
"199";2008;"12327";8227;16;NA;35483.88;NA;644.757179301974;782.931786111158;9526;9052;474;113;451;261;0;0;0.707106781186547
"200";2008;"12335";3619;18;NA;22130;NA;368.709110948905;621.957429044419;4834;4518;316;60;714;125;0;0;1
"201";2008;"12343";4151;16;NA;40856.8;NA;357.630442402955;639.677802252647;5310;4672;638;58;300;163;0;0;0.707106781186548
"202";2008;"12351";6386;18;NA;114109.79;NA;463.536827529583;1194.88677514606;7794;6982;812;45;304;247;0;0;0.707106781186547
"203";2008;"12360";5735;21;NA;30162.49;NA;383.692009826317;335.573152727022;7978;6398;1580;49;460;154;0;0;0.707106781186547
"204";2008;"12378";2958;9;NA;15137.95;NA;382.773491055148;422.675768194694;4184;3594;590;35;504;97;0;0;0.707106781186548
